season,round,race_name,circuit_id,driver_id,driver_code,driver_name,constructor_name,grid,grid_position,qualifying_position,qualifying_time_s,position,position_text,laps,status,points,is_top10,will_dnf,circuit_type,driver_recent_dnf_rate,driver_dnf_any_last3,team_season_dnf_rate_to_date,driver_experience_races,constructor_recent_dnf_rate_10,circuit_prior_dnf_rate,driver_avg_grid_last5,constructor_avg_grid_last10,grid_vs_driver_avg_last5,grid_vs_constructor_avg_last10,back_grid_start,front_grid_start,practice_sessions_with_timed_laps,practice_timed_laps,practice_best_lap_sec,practice_median_lap_sec,practice_avg_gap_to_fastest_sec,practice_min_gap_to_fastest_sec,practice_total_laps,practice_deleted_laps,practice_yellow_lap_count,practice_red_flag_lap_count,practice_sc_or_vsc_lap_count,qualifying_timed_laps,qualifying_best_time_sec,qualifying_lap_best_sec,qualifying_lap_median_sec,qualifying_total_laps,qualifying_gap_to_pole_sec,qualifying_deleted_laps,qualifying_yellow_lap_count,qualifying_red_flag_lap_count,practice_sessions_available,qualifying_sessions_available,practice_completion_rate,has_qualifying_time,has_practice_time,n_stops,compound_sequence,stint_lengths,avg_stint_tyre_life,max_stint_tyre_life,pit_loss_total,pit_loss_mean,safety_car_periods,data_source_note
2019,1,Australian Grand Prix,albert_park,norris,NOR,Norris,McLaren,8,8.0,8.0,,12,12,57,+1 Lap,0.0,0,0,semi-street,0.0,0.0,0.0,0,0.0,0.0909090909090909,10.0,10.0,-2.0,-2.0,0,0,3,61,84.568,91.451,2.2586666666666653,2.1330000000000098,73,0,9,1,1,14,82.304,82.304,97.739,21,1.8179999999999976,0,1,0,3,1,1.0,1,1,1.0,SOFT,18,18.0,18.0,21.442,21.442,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,sainz,SAI,Sainz,McLaren,18,18.0,18.0,,20,R,9,Engine,0.0,0,1,semi-street,0.0,0.0,0.0,0,0.0,0.125,10.0,8.0,8.0,10.0,1,0,3,53,84.049,92.506,1.6586666666666663,1.5330000000000013,66,0,9,1,1,4,83.084,83.084,95.413,6,2.597999999999999,0,1,0,3,1,1.0,1,1,0.0,NO_STOP_RECORDED,NO_STOP_RECORDED,0.0,0.0,0.0,0.0,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,bottas,BOT,Bottas,Mercedes,2,2.0,2.0,,1,1,58,Finished,26.0,1,0,semi-street,0.0,0.0,0.0,0,0.0,0.0,10.0,10.0,-8.0,-8.0,0,1,3,71,82.648,94.8145,0.4816666666666644,0.0480000000000018,80,0,9,1,1,14,80.598,80.598,94.858,19,0.1119999999999947,0,1,0,3,1,1.0,1,1,1.0,SOFT,26,26.0,26.0,22.07,22.07,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,hamilton,HAM,Hamilton,Mercedes,1,1.0,1.0,,2,2,58,Finished,18.0,1,0,semi-street,0.0,0.0,0.0,0,0.0,0.2,10.0,2.0,-9.0,-1.0,0,1,3,59,82.292,96.4465,0.0,0.0,71,0,9,1,1,13,80.486,80.486,100.063,18,0.0,0,1,0,3,1,1.0,1,1,1.0,SOFT,18,18.0,18.0,21.01,21.01,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,albon,ALB,Albon,RB,13,13.0,15.0,,14,14,57,+1 Lap,0.0,0,0,semi-street,0.0,0.0,0.0,0,0.0,0.0,10.0,10.0,3.0,3.0,0,0,3,66,84.328,97.2365,1.9140000000000013,1.6310000000000002,76,0,9,1,1,10,82.636,82.636,100.0675,14,2.1499999999999915,0,1,0,3,1,1.0,1,1,1.0,SOFT,14,14.0,14.0,21.43,21.43,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,kvyat,KVY,Kvyat,RB,15,15.0,11.0,,10,10,57,+1 Lap,1.0,1,0,semi-street,0.0,0.0,0.0,0,0.0,0.125,10.0,13.0,5.0,2.0,0,0,3,71,83.442,97.2385,1.2386666666666646,1.1499999999999917,82,0,9,1,1,9,82.511,82.511,113.916,13,2.0249999999999915,0,1,0,3,1,1.0,1,1,1.0,MEDIUM,26,26.0,26.0,21.965,21.965,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,gasly,GAS,Gasly,Red Bull,17,17.0,17.0,,11,11,57,+1 Lap,0.0,0,0,semi-street,0.0,0.0,0.0,0,0.0,0.0,10.0,10.0,7.0,7.0,1,0,3,61,83.367,92.858,1.0833333333333333,0.8419999999999987,71,0,9,1,1,5,83.02,83.02,114.059,6,2.533999999999992,0,1,0,3,1,1.0,1,1,1.0,MEDIUM,37,37.0,37.0,20.333,20.333,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,max_verstappen,VER,Verstappen,Red Bull,4,4.0,4.0,,3,3,58,Finished,15.0,1,0,semi-street,0.0,0.0,0.0,0,0.0,0.1666666666666666,10.0,17.0,-6.0,-13.0,0,1,3,63,83.4,88.901,0.727333333333334,0.1929999999999978,74,0,9,1,1,12,81.32,81.32,96.9825,17,0.833999999999989,0,1,0,3,1,1.0,1,1,1.0,SOFT,28,28.0,28.0,20.85,20.85,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,kubica,KUB,Kubica,Williams,20,20.0,20.0,,17,17,55,+3 Laps,0.0,0,0,semi-street,0.0,0.0,0.0,0,0.0,0.1428571428571428,10.0,10.0,10.0,10.0,1,0,3,64,86.589,105.131,4.222333333333334,4.055000000000007,74,0,9,1,1,5,86.067,86.067,106.346,8,5.580999999999989,0,1,0,3,1,1.0,1,1,3.0,HARD-MEDIUM-SOFT,1-27-16,14.666666666666666,27.0,77.16,25.72,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,1,Australian Grand Prix,albert_park,russell,RUS,Russell,Williams,19,19.0,19.0,,16,16,56,+2 Laps,0.0,0,0,semi-street,0.0,0.0,0.0,0,0.0,0.1428571428571428,10.0,20.0,9.0,-1.0,1,0,3,62,85.944,92.06,4.215333333333334,3.652000000000001,71,0,9,1,1,6,84.36,84.36,95.9205,9,3.8739999999999952,0,1,0,3,1,1.0,1,1,2.0,MEDIUM-SOFT,26-16,21.0,26.0,42.889,21.4445,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,hulkenberg,HUL,Hülkenberg,Alpine,17,17.0,17.0,,17,R,53,Engine,0.0,0,1,permanent,0.0,0.0,0.5,1,0.5,0.1666666666666666,11.0,11.5,6.0,5.5,1,0,3,49,89.669,113.736,1.2833333333333314,0.8229999999999933,61,0,12,0,0,4,90.034,90.034,100.611,6,2.1680000000000064,0,0,0,3,1,1.0,1,1,2.0,SOFT-SOFT,12-20,16.0,20.0,50.771,25.3855,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,ricciardo,RIC,Ricciardo,Alpine,10,10.0,11.0,,18,R,53,Out of fuel,0.0,0,1,permanent,1.0,1.0,0.6666666666666666,1,0.6666666666666666,0.1538461538461538,12.0,13.333333333333334,-2.0,-3.333333333333334,0,0,3,47,90.848,98.184,2.040999999999997,2.001999999999996,60,0,12,0,0,8,89.488,89.488,101.237,12,1.622,0,0,0,3,1,1.0,1,1,1.0,SOFT,24,24.0,24.0,25.651,25.651,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,perez,PER,Pérez,Aston Martin,14,14.0,14.0,,10,10,57,Finished,1.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.1666666666666666,10.0,13.0,4.0,1.0,0,0,3,52,90.716,96.595,2.1566666666666663,1.8699999999999903,61,0,12,0,0,8,89.756,89.756,100.2155,12,1.8900000000000008,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,8-25,16.5,25.0,53.959999999999994,26.979999999999997,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,stroll,STR,Stroll,Aston Martin,18,18.0,18.0,,14,14,56,+1 Lap,0.0,0,0,permanent,0.0,0.0,0.0,1,0.0,0.2352941176470588,16.0,13.333333333333334,2.0,4.666666666666666,1,0,3,52,91.129,101.701,2.498666666666665,2.0489999999999924,63,0,12,0,0,4,90.217,90.217,99.8225,6,2.350999999999999,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,1-22,11.5,22.0,60.913000000000004,30.456500000000002,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,leclerc,LEC,Leclerc,Ferrari,1,1.0,1.0,,3,3,57,Finished,16.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.2222222222222222,5.0,4.0,-4.0,-3.0,0,1,3,52,88.881,96.985,0.0116666666666655,0.0,67,0,12,0,0,9,87.866,87.866,96.107,13,0.0,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,16-23,19.5,23.0,48.87,24.435,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,vettel,VET,Vettel,Ferrari,2,2.0,2.0,,5,5,57,Finished,10.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.2105263157894736,3.0,3.0,-1.0,-1.0,0,1,3,55,88.846,98.2865,0.1440000000000007,0.0,69,0,12,0,0,9,88.16,88.16,112.157,13,0.2939999999999969,0,0,0,3,1,1.0,1,1,3.0,SOFT-MEDIUM-MEDIUM,17-21-3,13.666666666666666,21.0,82.006,27.335333333333335,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,grosjean,GRO,Grosjean,Haas,11,11.0,8.0,,20,R,16,Retired,0.0,0,1,permanent,1.0,1.0,0.5,1,0.5,0.0,6.0,6.5,5.0,4.5,0,0,3,58,90.068,97.966,1.703666666666663,1.2219999999999942,70,0,12,0,0,11,89.015,89.015,105.547,17,1.149000000000001,0,0,0,3,1,1.0,1,1,1.0,SOFT,4,4.0,4.0,31.971,31.971,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,kevin_magnussen,MAG,Magnussen,Haas,6,6.0,6.0,,13,13,56,+1 Lap,0.0,0,0,permanent,0.0,0.0,0.6666666666666666,1,0.6666666666666666,0.2,7.0,8.0,-1.0,-2.0,0,0,3,56,90.0,98.137,1.7910000000000017,1.1539999999999964,67,0,12,0,0,10,88.757,88.757,100.7965,15,0.8910000000000053,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,13-28,20.5,28.0,50.959,25.4795,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,giovinazzi,GIO,Giovinazzi,Kick Sauber,16,16.0,16.0,,11,11,57,Finished,0.0,0,0,permanent,0.0,0.0,0.0,1,0.0,0.0,14.0,11.5,2.0,4.5,1,0,3,42,91.144,100.754,2.4853333333333345,2.298000000000002,53,0,12,0,0,4,90.026,90.026,100.6625,6,2.1599999999999966,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,16-24,20.0,24.0,52.532,26.266,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,raikkonen,RAI,Räikkönen,Kick Sauber,8,8.0,9.0,,7,7,57,Finished,6.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.2,9.0,13.0,-1.0,-5.0,0,0,3,40,91.088,98.655,2.01233333333333,1.7639999999999958,50,0,12,0,0,12,89.022,89.022,98.9235,18,1.156000000000006,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,12-24,18.0,24.0,51.03,25.515,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,norris,NOR,Norris,McLaren,9,9.0,10.0,,6,6,57,Finished,8.0,1,0,permanent,0.0,0.0,0.5,1,0.5,0.1818181818181818,8.0,13.0,1.0,-4.0,0,0,3,59,90.017,98.239,1.715999999999994,1.1709999999999925,69,0,12,0,0,12,89.043,89.043,101.2025,18,1.1770000000000067,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,13-24,18.5,24.0,48.876,24.438,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,sainz,SAI,Sainz,McLaren,7,7.0,7.0,,19,R,53,Collision damage,0.0,0,1,permanent,1.0,1.0,0.3333333333333333,1,0.3333333333333333,0.1875,18.0,11.666666666666666,-11.0,-4.666666666666666,0,0,3,64,90.192,98.18,1.446666666666663,1.3459999999999894,75,0,12,0,0,11,88.813,88.813,98.837,17,0.9470000000000028,0,0,0,3,1,1.0,1,1,3.0,SOFT-MEDIUM-HARD,7-20-17,14.666666666666666,20.0,95.487,31.828999999999997,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,bottas,BOT,Bottas,Mercedes,4,4.0,4.0,,2,2,57,Finished,18.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.0,2.0,1.5,2.0,2.5,0,1,3,65,89.557,102.665,0.8349999999999985,0.7109999999999985,74,0,12,0,0,10,88.256,88.256,104.538,15,0.3900000000000005,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,15-25,20.0,25.0,49.269999999999996,24.634999999999998,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,hamilton,HAM,Hamilton,Mercedes,3,3.0,3.0,,1,1,57,Finished,25.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.2,1.0,2.333333333333333,2.0,0.6666666666666665,0,1,3,56,89.449,97.523,0.8716666666666649,0.6029999999999944,66,0,12,0,0,11,88.19,88.19,108.162,15,0.323999999999998,0,0,0,3,1,1.0,1,1,2.0,SOFT-SOFT,16-21,18.5,21.0,48.565,24.2825,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,albon,ALB,Albon,RB,12,12.0,12.0,,9,9,57,Finished,2.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.15,13.0,14.0,-1.0,-2.0,0,0,3,66,90.458,103.61,2.080666666666664,1.6119999999999948,77,0,12,0,0,10,89.513,89.513,96.2695,15,1.6470000000000056,0,0,0,3,1,1.0,1,1,2.0,SOFT-SOFT,12-16,14.0,16.0,50.343,25.1715,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,kvyat,KVY,Kvyat,RB,15,15.0,15.0,,12,12,56,+1 Lap,0.0,0,0,permanent,0.0,0.0,0.0,1,0.0,0.25,15.0,13.333333333333334,0.0,1.666666666666666,0,0,3,66,90.093,105.467,1.6119999999999994,1.247,77,0,12,0,0,6,89.854,89.854,98.4515,10,1.9879999999999995,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,12-26,19.0,26.0,57.337,28.6685,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,gasly,GAS,Gasly,Red Bull,13,13.0,13.0,,8,8,57,Finished,4.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.0,17.0,10.5,-4.0,2.5,0,0,3,52,90.429,96.2435,1.62233333333333,1.4609999999999983,61,0,12,0,0,8,89.526,89.526,96.962,12,1.6599999999999966,0,0,0,3,1,1.0,1,1,2.0,SOFT-SOFT,12-30,21.0,30.0,51.772999999999996,25.886499999999998,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,max_verstappen,VER,Verstappen,Red Bull,5,5.0,5.0,,4,4,57,Finished,12.0,1,0,permanent,0.0,0.0,0.0,1,0.0,0.2222222222222222,4.0,11.333333333333334,1.0,-6.333333333333334,0,1,3,55,89.725,99.324,1.195999999999998,0.8789999999999907,65,0,12,0,0,7,88.752,88.752,89.579,12,0.8859999999999957,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,14-21,17.5,21.0,51.355000000000004,25.677500000000002,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,kubica,KUB,Kubica,Williams,20,20.0,20.0,,16,16,55,+2 Laps,0.0,0,0,permanent,0.0,0.0,0.0,1,0.0,0.2857142857142857,20.0,19.5,0.0,0.5,1,0,3,67,92.932,98.516,3.980333333333334,3.899000000000001,77,0,12,0,0,5,91.799,91.799,96.7,8,3.933000000000007,0,0,0,3,1,1.0,1,1,2.0,MEDIUM-SOFT,11-16,13.5,16.0,49.083,24.5415,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,2,Bahrain Grand Prix,bahrain,russell,RUS,Russell,Williams,19,19.0,19.0,,15,15,56,+1 Lap,0.0,0,0,permanent,0.0,0.0,0.0,1,0.0,0.2142857142857142,19.0,19.666666666666668,0.0,-0.6666666666666679,1,0,3,60,91.904,98.628,3.569999999999998,3.0579999999999927,72,0,12,0,0,5,91.759,91.759,99.984,8,3.8930000000000007,0,0,0,3,1,1.0,1,1,2.0,SOFT-MEDIUM,12-14,13.0,14.0,50.383,25.1915,0,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,3,Chinese Grand Prix,shanghai,hulkenberg,HUL,Hülkenberg,Alpine,8,8.0,8.0,,20,R,16,Power Unit,0.0,0,1,permanent,0.5,1.0,0.75,2,0.75,0.0,14.0,12.5,-6.0,-4.5,0,0,3,53,93.974,100.737,1.196666666666668,0.7660000000000053,64,0,5,1,4,10,92.962,92.962,103.432,15,1.4150000000000065,0,0,0,3,1,1.0,1,1,1.0,SOFT,14,14.0,14.0,24.172,24.172,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,3,Chinese Grand Prix,shanghai,ricciardo,RIC,Ricciardo,Alpine,7,7.0,7.0,,7,7,55,+1 Lap,6.0,1,0,permanent,1.0,1.0,0.8,2,0.8,0.2307692307692307,11.0,11.6,-4.0,-4.6,0,0,3,53,94.336,100.4045,1.5486666666666669,1.0060000000000002,66,0,5,1,4,12,92.958,92.958,103.782,18,1.4110000000000014,0,0,0,3,1,1.0,1,1,1.0,SOFT,21,21.0,21.0,23.492,23.492,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,3,Chinese Grand Prix,shanghai,perez,PER,Pérez,Aston Martin,12,12.0,12.0,,8,8,55,+1 Lap,4.0,1,0,permanent,0.0,0.0,0.0,2,0.0,0.25,12.0,14.5,0.0,-2.5,0,0,3,57,94.784,100.386,1.8703333333333347,1.4540000000000075,68,0,5,1,4,8,93.299,93.299,104.7925,12,1.7520000000000095,0,0,0,3,1,1.0,1,1,1.0,MEDIUM,20,20.0,20.0,23.707,23.707,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
2019,3,Chinese Grand Prix,shanghai,stroll,STR,Stroll,Aston Martin,16,16.0,16.0,,12,12,55,+1 Lap,0.0,0,0,permanent,0.0,0.0,0.0,2,0.0,0.1764705882352941,17.0,14.0,-1.0,2.0,1,0,3,61,94.779,100.8665,1.798999999999997,1.448999999999998,72,0,5,1,4,4,94.292,94.292,103.115,6,2.7450000000000045,0,0,0,3,1,1.0,1,1,2.0,MEDIUM-HARD,20-24,22.0,24.0,47.232,23.616,1,Recovered Hito 1 race-level build from Certamen 2 pre-race features plus miniChallenge pit-stop strategy observations.
